transaction_id,customer_id,product_id,quantity,total_amount,transaction_date
235215,14977,196,1,2337.29,2025-01-16 08:58:38
486170,39292,338,4,875.48,2025-01-06 11:41:55
311582,71600,150,1,3288.57,2025-02-17 03:55:41
454591,66212,262,2,3944.22,2025-01-19 08:54:16
853121,23994,374,5,3584.14,2025-01-14 04:38:54
530526,59764,680,1,3964.94,2025-02-09 02:02:57
326228,59453,497,3,155.57,2025-03-19 10:52:57
446040,98383,410,5,1700.58,2025-01-23 07:59:59
880093,99273,709,1,522.6,2025-01-01 07:42:44
861411,59736,927,5,2753.49,2025-02-02 06:44:38
964952,76146,558,2,4575.56,2025-01-19 23:15:21
686706,17711,497,5,313.29,2025-01-12 05:26:28
715756,57495,470,5,3027.61,2025-01-23 11:03:23
179575,91050,673,4,4886.85,2025-02-19 20:35:06
910267,83140,321,4,2395.57,2025-03-10 14:30:28
384944,95818,196,3,3441.35,2025-01-09 09:35:03
249748,37945,395,5,4681.2,2025-01-16 00:25:50
354712,77964,274,5,4121.48,2025-01-20 23:57:12
544821,63932,113,4,3561.6,2025-02-09 19:16:31
408327,50317,208,1,2483.52,2025-03-07 02:32:29
235004,46302,287,2,1408.2,2025-01-01 15:09:36
357243,34480,540,4,1246.19,2025-01-01 15:55:24
810504,51020,926,3,286.96,2025-03-15 16:24:30
656620,20203,497,3,2000.91,2025-02-18 23:03:21
560254,67868,113,2,4425.99,2025-02-24 08:24:27
966344,13507,851,3,1427.31,2025-02-02 11:14:26
501520,46321,255,4,3197.18,2025-01-06 13:27:41
975104,50330,851,1,1514.36,2025-03-23 02:36:35
513467,81549,287,5,2961.54,2025-01-29 11:49:05
651346,89671,772,4,2078.75,2025-01-17 23:13:15
683482,28938,208,3,502.69,2025-02-28 06:59:34
777997,37234,374,5,721.42,2025-02-09 01:36:08
213987,23885,657,1,1561.94,2025-03-20 09:35:44
862836,10223,287,1,3843.46,2025-01-21 21:08:43
835788,27127,667,2,2280.8,2025-03-26 22:41:21
650050,29399,385,3,766.77,2025-01-27 07:03:23
318826,65357,363,5,2527.1,2025-02-02 16:41:29
106344,44255,851,2,3086.32,2025-01-21 00:48:43
682791,87391,497,1,4416.34,2025-02-06 09:21:17
949677,86907,196,4,3893.31,2025-03-06 22:22:04
714235,81055,363,2,1675.29,2025-03-04 20:17:57
840866,53471,321,1,669.91,2025-01-13 20:24:49
214393,49932,274,1,2595.74,2025-03-23 03:00:25
219375,96747,395,2,3958.86,2025-01-12 13:33:42
201770,71781,580,1,2910.78,2025-03-06 04:09:52
462792,95802,410,3,3779.71,2025-03-16 15:13:50
396308,46951,742,1,603.48,2025-03-05 06:09:48
101868,58218,499,2,1753.38,2025-03-21 19:35:33
470021,62392,436,4,1042.58,2025-01-05 05:25:12
529316,20065,438,2,3682.72,2025-02-20 11:48:34
594950,60835,709,1,972.64,2025-02-10 18:33:12
205962,39286,287,1,1508.45,2025-03-24 06:20:15
266311,29471,917,1,2019.53,2025-02-06 00:48:44
109042,27987,208,3,1451.65,2025-02-13 19:08:03
817465,93171,358,3,729.76,2025-03-29 04:39:02
339350,78667,680,5,2247.49,2025-03-04 09:10:13
101747,68803,307,5,9.88,2025-01-06 09:01:34
883076,21411,436,1,3911.62,2025-03-20 06:07:29
631484,70571,374,3,2078.52,2025-03-18 00:31:49
947151,28032,497,3,4030.19,2025-01-07 11:37:37
248646,67831,580,3,1330.42,2025-01-05 17:13:19
918078,22908,374,5,951.51,2025-02-22 11:26:56
569116,47557,533,2,3944.97,2025-01-06 15:22:04
339546,77620,307,1,3671.4,2025-02-01 08:29:33
507244,96363,438,1,357.45,2025-01-15 11:28:16
540664,36993,580,2,3627.94,2025-02-06 00:31:07
419260,84474,732,4,1408.31,2025-01-28 14:45:26
546131,92357,911,1,4698.94,2025-02-19 03:35:11
342428,87402,848,3,2310.28,2025-01-26 13:37:33
434904,22181,410,1,4067.4,2025-01-30 15:25:43
765658,28901,735,1,1954.56,2025-01-16 03:41:13
968710,32365,877,4,3511.65,2025-01-22 22:28:12
885045,97011,717,2,3592.67,2025-02-10 10:37:58
356018,99616,926,3,3138.69,2025-01-05 05:54:59
594856,50416,851,1,3031.58,2025-03-06 05:25:34
245291,91470,926,3,2008.66,2025-02-06 04:58:28
250331,85750,339,4,4763.85,2025-01-05 18:58:56
964823,85454,558,2,231.46,2025-03-26 11:52:05
961596,66339,772,4,3309.76,2025-03-11 13:29:27
919513,64718,374,4,3241.4,2025-03-02 14:28:15
722295,20668,735,1,3454.1,2025-02-08 12:15:58
858847,14215,772,5,2388.22,2025-03-24 12:33:33
300087,93996,241,3,3786.37,2025-01-22 09:09:28
805879,67775,772,5,3495.38,2025-03-08 16:43:25
968953,51507,778,1,1686.61,2025-02-15 10:20:14
484861,58028,374,4,2917.26,2025-01-01 06:10:22
990431,11802,339,4,1592.4,2025-01-09 17:55:18
621242,99379,358,2,458.4,2025-01-05 00:09:53
534180,65985,657,3,4995.28,2025-01-01 16:18:42
594760,51781,150,1,854.49,2025-01-16 11:43:06
481836,12997,743,3,959.31,2025-03-09 04:52:10
402885,66684,593,5,4096.43,2025-02-13 23:41:00
123060,67569,877,2,426.88,2025-03-18 20:08:14
606523,77719,772,4,114.48,2025-03-09 14:20:50
410542,45738,498,4,4565.16,2025-01-12 22:58:28
660668,19699,255,5,4853.0,2025-03-27 15:08:50
690391,61701,339,1,1108.65,2025-02-19 12:00:27
295257,76631,657,3,420.47,2025-03-08 05:21:41
888948,42946,911,5,2694.66,2025-02-19 02:38:26
866834,61050,743,2,1022.12,2025-02-11 14:46:56
190382,70044,287,1,4058.29,2025-02-28 20:58:14
360120,34874,363,2,3257.21,2025-01-25 08:26:38
898915,35328,667,4,442.92,2025-01-16 12:35:00
257073,64682,339,3,4302.74,2025-03-22 03:06:43
170054,90109,580,4,1352.87,2025-02-20 18:59:02
271418,88147,709,3,3640.13,2025-02-01 12:33:17
368809,89689,717,4,188.3,2025-03-10 23:40:37
178855,32642,927,4,4331.8,2025-01-12 17:29:43
311470,55937,241,2,1449.54,2025-03-21 17:34:25
744327,55257,717,1,2767.81,2025-02-14 20:16:26
896413,21079,540,2,1309.49,2025-01-03 08:31:24
659423,52125,374,2,1560.2,2025-03-09 01:55:20
429132,56396,848,1,5.33,2025-02-18 23:10:01
400855,50162,363,3,2102.72,2025-01-31 10:08:03
915779,69049,848,3,4944.76,2025-03-10 03:23:32
171299,14977,339,3,2842.19,2025-01-09 19:15:38
400024,62621,927,3,4531.1,2025-03-28 01:41:36
935408,65581,688,1,1068.15,2025-03-28 13:34:31
519347,49648,287,3,2556.16,2025-03-09 04:13:52
927229,38722,274,3,2579.3,2025-03-22 09:48:28
303482,13105,196,2,2155.91,2025-01-02 03:27:19
124528,65380,651,5,2471.6,2025-02-04 03:49:43
972185,75395,927,1,3876.14,2025-03-21 13:42:09
695984,11535,339,2,1702.93,2025-01-13 18:32:39
540724,64050,363,3,235.4,2025-03-23 16:55:32
594756,28302,262,1,4199.12,2025-03-09 04:03:13
283166,14806,558,1,137.42,2025-02-05 15:39:05
263954,67894,911,3,3571.43,2025-02-10 15:44:42
669067,86830,558,1,2027.36,2025-01-01 21:01:56
711069,60863,100,4,417.1,2025-01-14 18:38:37
452603,98463,877,5,909.47,2025-01-25 10:19:06
451793,55580,492,2,1564.96,2025-03-05 14:22:18
676519,39716,657,2,1038.2,2025-03-12 13:20:19
377115,83021,410,4,455.26,2025-03-27 11:49:54
392176,32734,667,2,2016.87,2025-03-09 18:49:41
380465,68656,917,2,551.91,2025-02-20 16:21:01
683544,79265,196,1,213.5,2025-03-09 00:38:42
611571,37328,917,1,1696.9,2025-03-17 16:37:35
245927,77111,255,5,4380.34,2025-03-18 13:27:16
586840,88804,436,2,3032.87,2025-03-27 21:41:43
702364,30257,499,4,873.8,2025-02-09 19:24:33
458401,78389,877,3,930.72,2025-01-14 05:00:22
605384,92016,339,3,620.51,2025-03-28 22:43:38
137674,80751,735,2,2587.41,2025-01-14 15:05:50
207218,82357,287,1,4728.6,2025-03-11 02:56:37
756423,96677,533,5,2510.61,2025-03-14 20:31:12
970568,27722,717,3,4860.22,2025-02-24 02:51:05
511716,20961,709,5,1565.2,2025-03-10 09:57:01
663646,39874,580,1,1352.83,2025-01-11 10:22:56
449748,13461,651,2,553.87,2025-02-17 13:50:58
492739,42809,196,3,11.55,2025-03-26 22:30:52
726113,28426,255,1,2755.89,2025-02-27 23:07:50
888520,30973,358,4,375.27,2025-03-16 02:55:42
170626,98472,307,1,4068.35,2025-03-02 02:15:06
427759,36689,848,5,36.68,2025-01-12 08:09:03
375400,63004,735,1,1722.44,2025-02-05 10:51:36
540409,77649,374,3,3890.8,2025-01-15 09:19:04
254149,56212,742,4,207.48,2025-01-21 17:26:43
788667,57144,318,1,2443.1,2025-03-25 16:21:38
667173,45533,673,3,2750.5,2025-01-16 21:23:35
265529,38915,470,2,308.76,2025-01-02 21:06:55
341321,81934,410,1,4440.41,2025-01-16 12:22:18
328913,23528,208,1,657.96,2025-01-26 14:44:48
597709,85046,772,4,57.58,2025-01-08 20:50:30
875193,30526,743,4,3486.77,2025-03-16 10:49:47
865788,90940,926,1,2631.13,2025-03-20 01:10:57
814081,53455,580,1,4323.46,2025-01-16 23:20:41
923291,91887,497,2,1283.4,2025-01-29 23:34:35
421352,90123,196,3,3190.39,2025-03-12 06:40:36
560186,39426,436,3,2987.87,2025-03-25 03:27:16
398181,80033,338,3,3307.95,2025-03-20 14:58:20
466507,55916,593,4,4098.42,2025-01-19 04:56:50
961660,92344,208,5,3571.75,2025-02-01 15:16:12
387729,94360,374,5,382.29,2025-02-14 00:34:17
138214,86544,410,3,137.17,2025-02-04 03:54:12
820999,94834,339,5,1469.9,2025-02-05 14:01:17
246225,65695,385,3,635.47,2025-02-21 00:08:15
416586,64527,436,2,2966.11,2025-03-09 07:42:48
723114,99723,688,5,1570.65,2025-02-19 13:07:39
535943,23957,657,1,3954.6,2025-01-18 20:45:08
987559,92244,680,1,609.41,2025-03-19 21:37:51
749951,78483,438,5,239.63,2025-02-28 01:05:53
549399,25189,743,2,126.51,2025-01-20 21:32:59
816932,74766,772,3,2584.41,2025-01-17 14:06:02
904443,46142,338,5,1760.63,2025-01-02 06:20:57
344530,56118,385,3,4033.38,2025-02-19 18:30:45
390947,18046,321,4,1275.19,2025-01-11 06:46:56
385602,57089,651,3,4607.11,2025-02-27 14:37:16
990819,14059,877,1,2796.17,2025-01-21 18:21:44
553348,77182,772,1,1897.82,2025-02-09 05:13:09
973864,33720,651,3,2073.76,2025-02-22 09:06:49
666223,12658,657,1,473.19,2025-03-12 19:13:04
184221,98603,470,1,1874.46,2025-01-26 20:53:02
879298,92002,287,4,3875.3,2025-03-11 23:11:13
792015,67432,255,4,2924.48,2025-02-07 00:52:22
259595,80575,150,1,3491.68,2025-01-13 11:55:35
135852,32933,651,4,40.88,2025-03-26 07:42:45
352881,24405,772,4,4618.65,2025-01-07 18:23:04
437778,53750,772,3,4959.9,2025-01-29 20:58:27
450166,93985,533,2,2762.29,2025-01-18 03:05:54
528750,37389,657,1,705.15,2025-02-13 22:14:38
758260,52128,498,2,1463.74,2025-02-06 08:17:12
449828,86327,196,2,1766.72,2025-02-04 20:36:45
450053,20068,911,5,4211.44,2025-01-30 06:31:07
267563,20587,735,2,485.54,2025-02-06 03:15:56
718756,35317,877,2,4761.75,2025-01-25 02:57:33
521389,92182,558,2,4085.68,2025-01-04 02:29:22
180922,19837,409,4,2375.14,2025-03-02 02:19:54
987968,52458,438,1,2006.4,2025-02-03 02:31:46
951992,92459,409,5,4242.34,2025-03-23 22:44:15
290257,44031,695,3,3442.71,2025-03-11 07:21:53
796127,64864,926,1,1853.77,2025-03-18 17:56:22
951463,80294,743,1,1272.99,2025-03-22 09:40:40
956778,86675,927,3,1251.27,2025-03-03 16:00:11
791910,79437,318,2,1884.48,2025-02-22 03:30:41
383865,55360,497,4,4274.33,2025-02-27 02:31:55
436964,12543,743,1,3371.65,2025-01-03 17:02:41
925655,49226,732,5,1504.23,2025-01-28 11:33:15
410324,80260,358,4,4854.9,2025-01-21 02:22:27
373376,51657,338,1,793.0,2025-03-18 20:44:58
606451,94995,274,2,2581.82,2025-01-12 05:22:47
834600,37378,688,4,3749.3,2025-01-03 12:20:39
620343,58092,877,3,2244.59,2025-03-14 15:32:32
776531,82373,533,3,4398.19,2025-01-13 18:18:05
734903,81424,695,2,1591.82,2025-01-11 22:50:55
342708,38238,339,4,2576.62,2025-03-13 09:12:21
154286,52779,593,3,3880.68,2025-02-07 01:02:23
962695,62169,410,1,1837.21,2025-01-08 14:23:39
760934,89825,732,2,1156.88,2025-03-28 13:10:42
385813,93345,287,1,2924.96,2025-01-31 10:31:26
622704,99697,593,4,2495.26,2025-01-26 20:27:00
443957,17310,848,2,3782.1,2025-02-18 23:58:59
241710,45346,374,3,2482.45,2025-03-18 19:32:28
476227,41869,307,5,3301.61,2025-02-05 17:38:17
347199,82102,743,1,1605.49,2025-02-15 14:24:35
979375,90976,743,4,2537.46,2025-03-15 20:59:50
403380,35098,385,2,3715.69,2025-01-20 17:49:33
504119,28690,339,3,3529.96,2025-01-03 05:13:23
750796,32916,911,1,1686.74,2025-01-16 15:02:38
230515,67559,673,2,158.83,2025-01-14 07:31:19
690208,92582,255,1,2088.15,2025-01-22 10:48:39
356656,86789,307,5,2026.23,2025-01-10 12:41:24
163192,53658,438,4,1961.26,2025-03-04 13:00:58
928544,63748,374,1,656.43,2025-01-07 06:25:09
579648,28834,540,1,2875.52,2025-01-14 15:49:42
722419,21450,670,4,2530.94,2025-01-25 01:11:13
963988,12997,497,5,282.26,2025-03-21 07:09:26
450753,28367,695,3,4769.19,2025-02-24 12:32:42
608356,89179,709,3,4259.91,2025-03-18 12:42:52
492247,88176,717,4,2805.56,2025-02-04 20:59:37
257390,95478,274,3,2166.12,2025-03-24 12:21:07
614148,53841,470,3,3153.77,2025-02-19 23:03:50
195662,88075,688,1,2529.43,2025-02-08 11:05:47
195989,71454,497,2,3865.62,2025-03-23 14:29:13
800651,78291,363,5,620.4,2025-01-08 17:02:18
619511,77715,926,4,757.0,2025-02-13 11:39:12
824069,39872,395,2,1715.54,2025-02-13 02:13:55
586233,91872,717,2,941.1,2025-01-13 22:11:41
737909,63299,274,2,1507.66,2025-01-12 03:45:58
227622,35284,410,3,1270.54,2025-02-14 09:56:14
953569,80622,321,5,3561.61,2025-03-14 00:44:30
393722,50142,498,3,4890.18,2025-02-07 02:05:31
422186,92600,358,3,1900.96,2025-03-20 07:28:56
789571,41050,187,3,1719.36,2025-02-22 09:09:25
135030,17152,651,5,4040.37,2025-01-21 03:30:52
217025,97756,673,5,1732.4,2025-02-20 22:16:14
831844,21133,150,4,3149.29,2025-03-19 00:30:40
167618,94299,926,2,803.25,2025-02-25 06:39:32
799166,67005,113,3,1578.48,2025-03-24 13:51:45
774833,67432,732,2,3818.53,2025-03-12 11:40:44
628248,16050,717,1,572.25,2025-02-22 20:43:44
304552,52602,593,4,1181.11,2025-03-16 16:14:52
533390,11602,688,2,3188.72,2025-01-23 08:06:24
971146,90018,100,2,3176.22,2025-02-27 11:44:21
255334,67910,533,4,1195.16,2025-01-27 07:55:37
539801,31124,208,3,3953.42,2025-01-21 06:01:43
292030,16355,917,2,4591.46,2025-01-02 23:06:32
330037,56524,743,1,1081.53,2025-03-01 17:26:31
925075,66829,318,5,4007.65,2025-03-27 00:47:58
249965,17540,533,3,2230.55,2025-01-05 08:58:22
376877,32911,772,1,3899.72,2025-01-14 22:06:52
877412,17285,196,1,3241.96,2025-03-17 03:08:44
254491,49848,732,5,1189.2,2025-02-07 11:53:33
399969,24374,742,5,1110.31,2025-01-17 07:43:42
148690,70971,926,5,237.58,2025-02-22 01:22:59
895415,46173,339,5,3986.13,2025-01-10 21:52:12
294434,93624,470,3,142.74,2025-03-21 01:24:46
931832,33688,667,1,4296.58,2025-03-09 07:42:27
181389,51972,307,2,3061.98,2025-02-17 15:58:33
417962,50571,709,4,1640.72,2025-03-17 19:06:33
696512,68827,318,2,734.45,2025-01-31 12:12:34
709626,15077,778,5,1407.41,2025-01-24 14:46:11
396053,80472,680,3,2115.24,2025-01-07 13:13:51
356243,91240,735,2,4274.3,2025-01-25 04:24:12
887055,52597,410,3,4748.42,2025-02-01 17:04:01
181960,97325,778,2,3843.23,2025-02-08 21:45:48
489323,75754,339,5,3515.46,2025-01-23 03:18:42
178569,24056,540,4,4621.61,2025-01-19 12:10:30
279729,82320,927,3,1385.89,2025-02-07 13:34:39
782731,25541,927,3,256.6,2025-01-27 01:29:43
734223,38195,395,3,3191.75,2025-01-06 23:29:08
222591,23046,470,5,1990.87,2025-02-21 23:21:27
861868,23317,497,1,4026.6,2025-01-06 03:11:38
401360,16089,851,4,2981.0,2025-01-03 14:31:14
528736,70469,492,1,2165.41,2025-01-21 22:11:15
126274,80621,498,3,2234.43,2025-02-15 06:12:19
291524,31275,307,1,2512.73,2025-02-26 03:01:38
738391,70471,274,4,439.11,2025-02-15 10:25:24
962560,92752,667,3,2180.9,2025-03-05 04:52:50
480459,98843,911,1,559.19,2025-03-28 09:39:07
774574,51398,395,1,1604.77,2025-01-16 06:18:46
966735,29392,540,3,2570.69,2025-03-22 18:32:58
601689,95368,717,3,2708.78,2025-03-26 20:39:27
873625,73664,540,4,518.58,2025-01-17 22:54:08
904167,39372,438,3,4832.12,2025-01-20 20:35:08
808121,77260,187,4,2806.38,2025-02-03 18:22:07
312083,82508,187,1,2006.87,2025-02-17 05:01:03
290817,29501,274,2,164.51,2025-03-04 23:36:18
770278,23877,255,3,1458.98,2025-03-16 22:42:09
669305,87136,321,2,2382.7,2025-03-04 03:19:18
641641,21759,652,4,2883.65,2025-01-17 21:34:07
118892,48461,717,4,3335.41,2025-02-17 13:06:42
185250,47557,363,4,2840.44,2025-03-28 14:40:55
440424,71040,470,3,1925.28,2025-01-31 18:18:07
336898,13581,262,5,4299.74,2025-02-25 02:05:00
479544,70632,409,2,4303.2,2025-03-19 21:18:13
747434,88393,877,3,2800.93,2025-01-25 11:25:59
354252,22588,651,1,4947.28,2025-03-16 13:58:07
472551,76835,409,2,3998.84,2025-01-13 13:17:55
188332,58211,274,4,4671.81,2025-03-12 19:44:39
434578,30553,318,5,2837.73,2025-03-24 22:34:22
490000,16089,187,3,3473.41,2025-02-15 18:59:33
637477,97635,926,4,958.88,2025-01-24 15:00:56
997069,46589,274,3,309.4,2025-01-24 16:34:01
224705,44511,187,3,1902.7,2025-03-22 18:19:37
226769,68443,695,1,1584.12,2025-03-27 09:49:25
671053,70877,307,3,4032.36,2025-01-03 14:42:51
865093,14611,287,5,2409.93,2025-03-26 06:27:43
294739,32309,499,1,733.89,2025-01-15 01:42:55
127744,74847,385,1,3518.99,2025-03-01 02:03:28
925361,14196,917,4,2423.77,2025-02-25 09:18:08
560423,75803,196,3,3736.35,2025-03-23 06:46:40
773565,32049,208,1,1993.51,2025-02-13 02:56:40
505451,30528,287,4,4127.1,2025-02-06 22:38:55
914904,41173,363,3,1482.8,2025-01-21 09:14:49
817753,20745,593,2,4172.87,2025-02-28 12:24:21
414380,64967,374,2,1264.0,2025-03-11 18:24:16
880046,98887,717,2,805.31,2025-02-19 01:03:43
347724,38615,409,5,1205.98,2025-03-28 14:41:09
232959,85503,287,2,131.12,2025-02-13 03:17:18
779232,14909,778,5,4268.99,2025-01-14 23:19:51
712886,17367,499,1,2849.8,2025-01-21 20:31:02
441137,29471,196,1,1165.91,2025-02-10 00:32:24
401507,71454,241,4,113.46,2025-03-21 13:36:07
743691,69314,241,2,2886.0,2025-03-27 06:09:15
370412,17721,732,4,4003.98,2025-03-04 12:45:13
670535,55020,338,3,3599.96,2025-01-10 01:00:02
117575,69653,743,1,4432.34,2025-02-26 14:26:02
672878,91019,150,1,267.63,2025-01-02 17:45:53
247458,42712,732,4,779.66,2025-03-20 18:14:41
353792,89324,735,4,1462.2,2025-01-07 03:33:53
871862,65483,374,5,2928.66,2025-01-06 18:55:04
876655,58956,363,5,1379.95,2025-03-02 19:09:23
453661,68698,877,2,3701.88,2025-01-11 16:37:42
306044,92233,709,1,3658.53,2025-02-19 02:48:12
964120,75497,695,1,149.69,2025-01-01 17:11:19
625929,35956,363,5,3442.74,2025-01-28 10:49:06
755550,29845,187,1,2811.54,2025-03-23 23:09:33
666047,93789,911,1,872.49,2025-03-07 03:12:02
283164,65830,196,2,4588.32,2025-02-10 09:01:14
744341,82523,670,3,2095.37,2025-02-17 18:19:03
795072,74384,395,2,4574.34,2025-03-03 11:28:54
693075,33055,409,5,3394.2,2025-01-17 09:09:16
121110,49413,657,2,4416.7,2025-02-19 16:13:51
311500,37945,208,2,1893.5,2025-03-21 18:28:44
318456,40377,363,2,4971.12,2025-03-12 12:30:43
245418,47768,651,3,4447.16,2025-01-31 09:01:57
978243,62169,877,5,1240.1,2025-03-25 19:48:13
879480,40019,732,2,1576.98,2025-01-10 06:21:07
940640,70658,385,2,1890.78,2025-01-15 00:21:57
154299,97256,651,5,1282.37,2025-02-25 10:05:34
471625,73444,695,2,3445.5,2025-03-03 03:14:35
630117,43654,338,1,2745.53,2025-01-20 09:03:23
975745,30430,274,3,3680.3,2025-02-03 09:31:33
961161,25786,358,1,789.23,2025-03-10 01:20:38
903256,83279,667,1,4059.15,2025-03-11 18:29:47
145126,39878,680,2,3059.51,2025-01-01 04:08:02
114584,60527,287,2,3591.5,2025-01-29 19:50:48
254686,43194,917,2,161.63,2025-01-12 09:18:36
861206,58482,497,2,195.47,2025-02-11 09:33:26
311775,73811,717,1,196.31,2025-01-05 01:29:51
989972,67894,927,2,2496.84,2025-02-01 23:21:59
721930,20775,580,5,3598.33,2025-01-22 14:52:16
473317,84328,470,2,1515.69,2025-02-17 01:17:27
781736,27512,651,3,3515.23,2025-01-12 21:38:43
246133,15979,318,5,2982.61,2025-02-25 10:46:38
911798,71121,688,1,1891.15,2025-01-13 17:05:41
412725,11026,274,1,1406.13,2025-02-02 09:25:10
365240,51353,917,2,140.65,2025-01-22 05:10:38
110991,95360,670,5,2452.22,2025-01-05 07:39:49
536127,19818,498,4,3666.55,2025-01-16 17:14:28
575161,41871,470,1,1893.77,2025-02-09 23:49:49
549885,71652,652,1,376.88,2025-01-08 15:42:41
235413,36171,338,1,3287.52,2025-01-20 12:27:53
981023,40655,410,4,1461.95,2025-02-09 05:27:10
372684,63866,255,4,526.84,2025-01-22 10:25:56
109842,37656,533,2,182.32,2025-03-05 15:10:17
274671,73531,438,1,1209.57,2025-01-12 15:45:08
224489,65664,851,3,3041.27,2025-01-28 11:59:30
407817,58232,848,2,3925.49,2025-02-03 22:27:38
358050,45604,318,1,2066.52,2025-03-22 22:05:06
333586,14341,410,2,4251.3,2025-02-14 16:25:30
241871,55541,499,1,4217.41,2025-01-27 02:50:48
192832,11118,287,3,2797.37,2025-01-16 19:11:31
521303,71315,917,1,4573.12,2025-01-13 19:36:53
948370,96333,680,5,2342.45,2025-03-25 16:52:17
903835,90109,688,5,2912.19,2025-01-31 22:59:59
753774,67504,492,3,1233.5,2025-03-22 16:08:07
124313,45570,533,2,645.49,2025-03-28 01:23:52
312560,74929,695,5,1365.28,2025-03-19 14:39:18
428570,11673,395,3,4232.73,2025-03-22 13:39:52
342680,51648,680,5,3944.87,2025-03-03 06:57:45
466823,93779,735,4,1313.31,2025-03-21 02:51:03
459470,41478,274,4,2436.81,2025-03-11 23:48:31
955520,79957,262,3,4539.5,2025-01-03 12:04:14
461542,19388,558,5,4934.13,2025-02-22 21:40:47
748573,59720,100,2,54.4,2025-03-03 07:01:10
382610,48043,363,5,3167.86,2025-02-26 04:16:26
755910,67343,732,3,3154.35,2025-01-31 16:49:25
176428,66441,321,3,2249.41,2025-03-28 01:34:54
317159,72675,492,4,3173.27,2025-03-10 11:55:21
471308,76037,498,1,4705.52,2025-03-05 10:23:48
161954,11250,374,4,4291.36,2025-02-08 16:14:10
454878,94604,499,5,2233.94,2025-03-23 13:35:17
316391,87810,100,1,3974.54,2025-02-26 21:59:57
235853,15735,667,4,2368.84,2025-02-12 08:47:22
824093,48282,748,4,2769.86,2025-02-04 12:23:00
195150,22282,150,5,975.2,2025-03-23 12:44:31
770100,20407,851,4,4647.41,2025-01-14 19:20:59
695872,30180,926,1,2772.98,2025-01-09 15:03:19
991691,19746,470,4,3080.57,2025-02-09 06:44:07
561417,45104,742,4,4676.3,2025-01-06 23:29:04
200425,20346,492,3,3295.87,2025-02-25 06:32:12
191090,22801,410,4,4848.39,2025-02-23 11:12:16
781648,97052,917,5,1697.3,2025-02-16 23:13:58
182413,62063,911,1,1282.92,2025-01-12 07:07:24
987344,52859,385,5,3090.44,2025-02-02 11:37:13
381165,81725,100,4,704.21,2025-03-28 13:12:25
122494,87118,540,4,34.1,2025-01-29 04:58:43
210780,65582,667,5,1654.78,2025-02-28 21:45:31
756960,27724,358,3,323.25,2025-03-14 16:31:15
310598,63029,533,1,2399.64,2025-02-27 09:30:55
952521,20983,580,2,4314.71,2025-03-23 10:52:59
803006,96280,150,3,3678.97,2025-01-27 22:20:18
163219,46858,187,3,755.62,2025-03-28 03:11:15
338152,39696,307,3,586.12,2025-01-21 23:43:23
759269,71189,262,5,1335.71,2025-01-01 02:06:40
788198,48110,558,3,3564.79,2025-03-14 15:38:49
516157,24891,695,3,406.8,2025-03-29 07:03:57
613092,51826,533,3,1700.5,2025-02-18 05:23:58
137813,39501,492,5,4553.22,2025-02-02 17:23:29
610853,64303,657,2,3972.4,2025-01-07 01:21:00
406806,47944,851,4,1429.39,2025-02-11 10:09:36
703436,43739,321,1,3331.38,2025-03-07 07:20:28
344050,59736,318,2,3978.45,2025-02-26 05:31:29
214091,44219,540,1,1426.88,2025-03-28 07:27:39
324645,56433,670,1,2699.43,2025-02-20 17:37:40
286998,36682,374,2,3262.22,2025-02-11 04:59:36
496761,56122,680,1,400.89,2025-01-27 06:37:34
921571,41767,651,2,3676.84,2025-02-04 14:28:43
542418,22551,533,4,872.4,2025-02-16 11:52:23
440448,86192,498,3,4843.96,2025-01-25 18:02:00
564219,18280,409,5,1702.44,2025-01-31 02:02:58
937159,55791,558,4,518.26,2025-02-22 23:47:31
154000,54320,113,4,3963.74,2025-03-17 05:24:57
229433,95183,492,3,3308.28,2025-03-06 08:41:13
110543,60059,241,2,4684.48,2025-01-09 04:16:56
511062,67728,688,1,4694.51,2025-01-24 02:26:19
638112,66667,274,4,1295.47,2025-02-04 11:09:01
497282,49349,113,1,3456.5,2025-01-05 08:55:47
563204,69610,410,2,3225.54,2025-02-20 19:51:53
507838,25237,358,1,470.13,2025-03-01 03:26:39
301427,48542,321,1,3145.7,2025-02-19 06:58:18
692331,18321,100,3,4874.29,2025-03-19 17:58:02
166291,10567,695,5,187.5,2025-02-25 00:19:38
103776,11040,558,4,115.93,2025-01-15 22:14:07
445187,53789,255,2,3342.18,2025-01-28 23:22:57
257541,58418,926,1,3346.7,2025-01-02 09:31:22
881637,59289,911,2,1348.35,2025-03-09 17:54:47
796603,81505,409,5,3226.95,2025-02-11 12:58:22
414195,24737,709,2,237.53,2025-01-28 22:03:28
442604,31733,717,2,1553.95,2025-01-26 06:18:41
136133,24409,436,1,2352.78,2025-01-31 22:01:08
635989,46879,498,5,1545.1,2025-01-21 19:12:55
647324,25705,274,2,3566.36,2025-03-03 14:20:45
979588,21746,338,1,4848.72,2025-03-03 08:52:45
460684,91412,772,4,334.13,2025-01-27 11:57:39
648487,95971,470,3,4207.2,2025-02-21 07:59:49
182141,13689,498,1,3117.29,2025-01-31 03:45:04
688355,78291,877,2,1574.65,2025-03-24 14:49:41
383517,28740,321,5,3581.34,2025-03-16 06:03:35
202380,28376,287,2,933.52,2025-02-27 15:12:50
