transaction_id,customer_id,product_id,store_id,quantity,total_amount,transaction_date
472208,23965,696,9708,3,771.98,2025-03-17 07:24:38
412017,67956,773,9116,5,159.82,2025-03-26 08:51:14
818674,14176,314,9426,2,3791.47,2025-02-21 11:44:28
476206,73386,366,9426,2,2736.15,2025-01-05 00:26:59
869446,47487,553,9768,5,2533.84,2025-03-26 19:32:39
442696,95784,530,8307,3,1589.84,2025-03-20 19:06:41
154506,43906,353,7908,4,2231.98,2025-03-09 02:28:46
497520,53236,688,6390,5,3534.73,2025-02-13 01:45:19
209390,28313,566,5722,1,4044.55,2025-01-21 03:07:48
879967,87167,818,7908,4,3998.17,2025-02-02 07:54:29
591154,80795,481,5722,4,4266.66,2025-03-25 00:40:37
892912,83511,308,6211,3,3834.37,2025-02-24 01:21:01
451291,13511,907,8204,2,4262.37,2025-03-27 09:10:30
556278,64802,830,9299,2,4854.68,2025-02-27 00:56:05
452703,57579,422,6966,1,4357.25,2025-01-12 03:43:12
790853,51113,770,6295,1,1358.22,2025-01-01 09:39:16
979896,13595,171,5160,3,878.42,2025-01-10 10:48:42
373754,44246,830,6026,3,4228.1,2025-01-23 13:41:45
491797,24365,699,6186,2,2609.26,2025-01-14 17:19:58
865120,51652,830,9299,1,1592.64,2025-01-30 16:49:09
683482,82098,216,8602,3,502.69,2025-02-28 07:26:33
356018,20295,481,7693,3,3138.69,2025-01-05 05:56:57
437213,39415,218,7414,3,2058.34,2025-03-28 09:10:38
434298,75222,907,6186,1,2224.72,2025-01-04 10:38:31
717962,91443,386,6029,5,81.98,2025-03-24 07:00:57
297916,37013,505,6749,5,4735.56,2025-01-01 04:51:33
236996,37842,754,7908,1,191.12,2025-02-28 22:25:48
371981,22637,306,7880,1,3635.2,2025-03-03 09:02:28
848970,89594,611,8494,3,2030.6,2025-01-26 21:56:39
917762,93683,386,8204,3,4170.57,2025-03-18 05:26:31
813825,21709,421,5401,5,1906.9,2025-01-30 18:37:56
592427,50204,306,7557,5,3470.75,2025-01-06 20:37:55
148604,70726,340,5946,1,238.76,2025-01-23 13:03:50
675865,76472,462,5100,5,2178.64,2025-01-18 15:35:27
217680,41191,281,8494,2,1634.81,2025-03-26 14:55:17
979709,40204,353,7860,2,2221.6,2025-01-04 05:19:11
601658,12754,171,6390,3,1387.99,2025-02-23 18:05:21
352790,88151,306,9299,3,2020.1,2025-02-13 15:13:04
178831,79791,430,6029,4,361.53,2025-02-22 00:51:54
286272,46900,375,9426,3,4055.2,2025-03-22 18:23:02
449781,55864,797,6966,3,2190.93,2025-02-23 15:04:34
783886,11227,907,9768,5,4030.5,2025-01-12 01:00:55
595894,34221,308,7908,4,3959.75,2025-03-04 06:00:09
456052,43277,541,9708,5,4417.67,2025-01-21 11:22:30
538023,42286,770,6186,3,1450.72,2025-01-29 03:55:03
625601,67193,324,5420,3,1229.17,2025-02-04 10:04:36
238241,34495,171,6029,4,590.51,2025-01-19 16:34:56
500655,49129,508,6029,4,4890.52,2025-03-27 09:29:13
435227,97657,686,6390,5,2533.95,2025-03-23 11:04:38
552899,97134,505,6029,5,1040.11,2025-02-04 01:25:15
493614,96654,171,7880,2,4622.43,2025-02-19 20:34:56
201812,91966,809,5722,4,3814.21,2025-03-09 23:37:24
717267,13801,462,7880,2,2440.2,2025-03-06 01:14:32
194680,91644,422,9768,1,1788.66,2025-01-01 03:39:46
584353,63937,462,5420,1,4354.42,2025-02-04 08:46:26
946751,92103,306,9768,3,2133.23,2025-03-15 22:01:55
555782,75813,770,8602,5,519.33,2025-02-15 15:10:56
799454,19294,375,6211,5,1913.97,2025-01-23 01:08:53
840351,59543,505,8477,3,3145.33,2025-03-16 06:57:33
724480,71397,218,8670,2,4706.65,2025-03-09 11:45:45
879009,87493,686,6295,3,691.82,2025-01-07 10:54:48
172030,56219,699,5722,3,2955.4,2025-03-07 05:45:05
677036,20256,382,9299,3,1812.53,2025-03-25 03:29:46
432537,73760,592,6186,3,3420.95,2025-03-15 01:52:56
696512,80526,382,8725,2,734.45,2025-01-31 12:26:41
796039,12564,319,7522,4,4088.82,2025-02-28 17:07:23
774913,41736,366,8477,1,1699.1,2025-01-15 07:28:09
683741,70037,592,7908,1,2578.18,2025-03-28 06:58:24
709744,89986,773,8918,1,2268.72,2025-03-07 20:44:56
319360,60438,570,6026,2,3553.7,2025-03-23 04:21:00
589433,99728,719,6295,5,4753.54,2025-02-01 05:43:27
637798,52831,366,6186,5,3980.1,2025-02-09 20:15:02
640523,70305,382,8204,2,2481.59,2025-03-21 01:59:20
275863,43400,308,6211,3,740.93,2025-02-17 13:34:44
371837,37627,481,6390,1,2540.8,2025-03-02 00:56:00
716559,27824,809,6420,2,4374.95,2025-02-02 06:15:39
393656,13544,505,8204,1,2854.14,2025-03-26 06:29:05
836955,81337,312,9494,4,862.65,2025-03-08 04:28:18
853139,36421,131,8670,5,2383.68,2025-03-12 19:25:09
582010,50284,396,8670,3,432.61,2025-03-02 15:52:08
319672,63849,421,8494,3,4624.2,2025-03-02 00:16:12
187863,28878,375,6295,4,3706.93,2025-03-20 10:10:27
244326,52073,353,6186,5,1885.98,2025-02-08 23:31:37
102711,93194,696,9374,2,922.71,2025-02-07 12:52:28
740149,66967,818,9299,1,1122.68,2025-03-23 20:38:35
749650,96626,686,8204,2,4929.4,2025-02-24 21:00:37
414920,27644,983,5093,1,872.18,2025-02-28 10:34:59
416041,87021,646,9708,5,2107.34,2025-02-20 13:48:50
259398,14039,314,8307,1,2074.7,2025-02-24 08:45:27
250773,51652,462,7335,1,2539.31,2025-01-29 22:14:38
320268,56153,592,8307,1,1699.19,2025-01-10 05:35:38
648353,17783,830,7522,4,4569.13,2025-01-18 09:56:12
922474,14897,462,9763,2,4027.3,2025-01-13 13:23:59
478574,63381,373,9768,1,2476.51,2025-03-15 04:45:29
602770,54842,508,7908,2,4117.41,2025-01-11 08:08:11
370594,52580,686,7576,1,4185.35,2025-03-13 12:47:30
678282,19498,830,7414,5,4001.92,2025-01-15 00:04:29
715967,47060,216,5100,1,4691.48,2025-03-05 13:27:50
472192,34221,481,5401,3,2849.56,2025-01-06 14:41:58
212905,92167,983,5160,1,4890.86,2025-03-25 21:07:07
553713,63867,366,8670,4,4509.72,2025-01-25 13:08:07
248850,19287,696,8725,4,2496.96,2025-01-18 13:14:17
637678,23075,566,7522,2,2496.43,2025-01-23 02:21:33
661627,83604,982,9494,1,3806.72,2025-03-29 06:23:40
966344,41619,754,9763,3,1427.31,2025-02-02 11:29:27
410542,74924,312,8602,4,4565.16,2025-01-12 23:04:00
666047,24579,117,9708,1,872.49,2025-03-07 03:42:10
365240,37091,308,8307,2,140.65,2025-01-22 05:20:27
759368,80522,421,8918,1,2930.19,2025-02-04 14:09:00
101000,15695,143,6749,4,3842.21,2025-01-28 23:55:42
774922,42219,481,5100,2,2620.13,2025-03-06 12:50:47
262032,19406,719,5093,5,4427.67,2025-01-25 13:40:04
992415,53522,143,6026,1,1471.5,2025-03-04 20:47:19
747391,27723,143,7335,1,1443.63,2025-02-25 05:02:03
816224,71790,421,7335,2,143.98,2025-03-10 23:01:00
383580,31980,754,7522,4,2938.8,2025-01-07 21:05:18
705635,78319,983,9494,4,2817.25,2025-03-15 13:08:47
245067,40474,216,9374,5,1190.26,2025-02-15 08:21:13
788304,53733,829,5722,3,1033.7,2025-01-18 23:07:28
530854,70258,530,8494,4,3364.7,2025-02-09 19:29:33
845756,29501,979,9708,1,1085.36,2025-01-10 23:53:00
729094,20447,646,7335,5,3922.38,2025-02-10 05:48:21
110334,32126,830,7557,2,397.31,2025-01-17 17:39:52
413536,38040,917,6029,4,47.83,2025-01-21 10:04:39
559669,74837,630,9494,3,3082.95,2025-01-12 20:03:20
853863,57117,696,5160,4,4499.78,2025-03-28 14:57:14
964110,12971,131,5160,2,1427.23,2025-03-09 16:55:33
535410,91979,637,8725,2,565.6,2025-01-24 06:56:06
821495,83306,353,7908,5,2980.95,2025-03-28 07:49:01
209817,90918,917,5946,2,4316.7,2025-01-23 13:18:08
946101,80589,481,8307,2,4746.22,2025-03-16 13:00:52
593645,84032,920,8670,1,287.9,2025-01-04 10:13:19
860187,80265,773,9426,5,4611.88,2025-02-16 11:05:18
956139,19673,797,5946,1,1510.3,2025-03-16 01:55:04
104127,66308,107,9028,3,3899.23,2025-03-19 10:12:15
875365,41375,171,9299,5,1143.73,2025-01-13 07:43:19
529314,61748,324,6295,2,4586.29,2025-03-16 06:29:40
647063,98276,982,6749,3,2132.24,2025-01-29 14:54:45
202292,24425,508,7693,3,2446.9,2025-02-24 19:47:10
699374,51212,630,8477,1,3733.3,2025-02-28 12:57:19
890492,25865,676,9028,5,1345.44,2025-03-16 01:22:14
818197,65497,314,7576,5,3331.92,2025-01-28 22:49:24
716897,73125,382,6295,2,1671.65,2025-03-25 00:29:11
900401,74227,281,7576,1,1294.79,2025-03-20 04:39:43
753615,79550,107,7860,5,1074.21,2025-03-06 13:07:29
874739,95369,630,9299,5,3763.5,2025-03-15 14:19:26
259175,25663,314,8670,3,1353.76,2025-02-24 20:04:36
557154,36371,366,9768,3,1535.13,2025-01-05 08:27:21
644927,74183,553,8602,1,2588.82,2025-01-18 16:39:43
631474,64864,586,5722,2,658.44,2025-02-14 16:59:19
116650,76998,592,6420,4,3240.6,2025-03-18 19:18:25
509304,10331,481,9494,2,493.31,2025-03-26 12:05:29
102009,62262,957,8725,5,821.95,2025-01-23 17:12:05
281352,82588,686,7522,3,4884.13,2025-02-26 10:57:21
339546,39336,422,6420,1,3671.4,2025-02-01 08:44:04
796127,91454,131,6186,1,1853.77,2025-03-18 18:31:54
241710,76296,508,7335,3,2482.45,2025-03-18 20:08:01
882585,89581,218,5093,3,2176.2,2025-03-13 16:54:50
706557,91365,646,7557,2,3556.99,2025-02-01 06:14:01
755244,41415,422,7522,2,4547.52,2025-01-09 13:58:31
123787,63020,117,7908,4,632.27,2025-02-15 02:46:38
163943,60242,686,8477,5,3404.7,2025-02-04 06:19:28
269263,75016,630,7880,2,1990.42,2025-01-04 11:15:15
537442,55199,592,9768,1,4135.44,2025-02-24 21:23:13
190250,21503,982,5093,3,2014.76,2025-03-12 22:59:55
793132,73988,818,5946,3,3932.39,2025-02-10 22:03:09
605426,55325,957,7860,5,776.6,2025-02-08 00:06:10
377820,48367,324,6390,3,3069.39,2025-03-17 17:49:50
606996,47598,171,7860,5,3365.75,2025-02-03 19:33:43
794405,98285,797,8494,1,2754.91,2025-02-21 09:01:48
825537,26775,107,7908,3,1434.37,2025-03-26 03:41:06
288798,86793,143,7880,3,3235.13,2025-01-18 07:24:40
583684,17747,541,7414,4,982.1,2025-03-29 09:48:17
410058,81621,630,6966,1,143.44,2025-02-08 17:40:56
978013,42062,308,7522,2,134.7,2025-02-07 03:15:19
167157,84255,570,9426,3,3832.6,2025-03-26 04:22:12
430594,53677,421,8477,5,3953.74,2025-01-09 15:54:19
758160,36130,216,6749,2,2428.81,2025-01-18 00:02:48
867041,94802,375,9763,4,3785.8,2025-01-29 02:10:50
760946,63375,541,5722,2,227.71,2025-01-06 02:58:41
246754,46657,982,9763,5,2998.65,2025-01-11 00:43:53
345897,42711,421,7908,4,489.49,2025-01-26 01:11:32
500600,13848,566,7335,5,985.47,2025-03-03 07:13:55
233913,27609,259,7880,2,420.58,2025-03-23 05:23:20
848566,60374,957,5946,4,1718.23,2025-01-21 08:31:56
518136,29952,676,9116,5,3369.98,2025-03-19 01:25:10
702265,10543,630,5160,2,2647.47,2025-01-15 10:46:43
120896,44437,630,6211,5,3574.39,2025-01-25 10:51:27
361605,35535,505,6390,2,3249.14,2025-01-20 03:15:01
642752,91314,312,9299,2,1876.41,2025-03-17 09:29:28
312672,92388,143,8307,3,2415.69,2025-03-04 09:09:26
934487,72167,324,6029,2,1182.19,2025-02-25 08:32:16
514910,41417,829,9028,3,3015.58,2025-01-13 05:55:16
834267,48433,375,9494,3,1444.12,2025-03-05 22:53:28
374238,10543,773,9374,3,4463.18,2025-01-29 23:46:16
524106,51315,907,5100,3,2453.59,2025-01-31 22:36:30
364753,27616,917,5420,1,1197.91,2025-02-21 16:40:05
841116,60131,131,9494,2,2316.63,2025-03-05 00:37:06
384789,50978,830,9763,4,1769.61,2025-01-24 05:31:33
343818,77123,117,5946,5,4332.44,2025-01-22 19:24:52
145591,47821,592,9028,3,4962.8,2025-02-26 09:07:11
405197,49165,216,7414,5,3519.69,2025-01-30 14:08:12
201154,94947,166,7693,2,505.11,2025-02-19 15:01:01
208130,91697,340,8477,1,1995.14,2025-02-04 18:14:45
205245,23665,586,7880,2,2588.11,2025-02-08 02:49:52
236269,25612,699,9763,4,1548.64,2025-03-12 05:38:19
106236,28975,508,7860,1,1527.1,2025-03-19 20:14:58
711568,75016,809,7414,1,1147.49,2025-03-22 23:58:02
775270,55667,566,7860,5,772.0,2025-03-10 23:42:03
579152,98193,809,7414,1,2929.46,2025-02-06 09:51:06
805879,41450,541,9374,5,3495.38,2025-03-08 17:14:18
773565,24828,830,7335,1,1993.51,2025-02-13 03:16:38
214361,87789,696,5160,5,2820.82,2025-03-10 04:25:49
574001,18282,646,5722,4,647.23,2025-03-14 09:51:31
702847,91785,880,9374,3,1648.18,2025-03-14 16:57:33
172699,78425,171,5946,4,3390.2,2025-01-20 06:49:33
319988,12851,920,5946,3,3691.94,2025-03-27 01:38:06
960580,60355,630,8307,4,729.33,2025-03-16 06:30:54
381458,53996,396,9494,2,842.47,2025-02-12 06:18:06
196854,94562,704,6390,4,3676.23,2025-01-25 13:32:37
886722,36022,920,6029,1,3629.1,2025-03-14 23:30:20
342907,22229,308,6749,5,3275.89,2025-02-08 09:37:57
425277,24832,907,5722,3,4862.81,2025-03-02 05:01:56
866053,79981,570,7880,2,3663.1,2025-02-20 04:30:56
798287,15973,481,5420,1,3149.8,2025-03-22 17:46:03
236291,79539,421,9116,4,3550.66,2025-01-26 04:05:51
163882,99204,530,9299,4,2095.67,2025-03-17 13:21:38
461936,16148,372,9708,4,835.9,2025-01-03 12:58:13
989554,63571,982,7522,5,1583.99,2025-01-03 13:21:00
687861,85030,611,5401,3,2058.79,2025-03-26 16:52:47
948220,28456,880,7880,1,3178.22,2025-03-26 21:17:56
512480,18817,699,5401,2,3673.6,2025-01-22 10:34:41
995330,31826,719,8918,3,1893.94,2025-01-13 11:53:22
107642,76837,696,6211,5,1970.57,2025-02-06 05:31:22
854335,20209,312,6026,2,3008.16,2025-02-13 02:18:16
755002,45992,344,6026,2,3854.74,2025-01-19 15:16:34
971182,94538,979,8494,4,4919.39,2025-02-17 09:41:48
276470,61968,592,7880,1,3148.39,2025-01-31 03:11:44
424288,88640,983,9494,1,3712.9,2025-03-16 21:13:30
171433,40480,131,9494,1,1052.36,2025-01-16 15:53:13
127019,43441,319,6029,3,767.31,2025-01-04 15:38:15
779376,46416,171,7880,1,522.51,2025-01-04 23:47:05
475932,50537,308,7860,3,1116.58,2025-02-01 22:53:39
122058,26292,422,5160,2,36.46,2025-02-27 01:00:45
689967,21026,983,9116,2,2899.44,2025-03-21 11:29:08
687961,41094,259,7557,5,4367.32,2025-02-20 10:03:49
968817,31621,308,5100,3,4505.41,2025-02-08 07:46:41
779718,63835,340,6420,4,4527.8,2025-01-08 12:11:38
336045,59345,829,9426,4,4384.7,2025-02-19 17:36:52
487325,39663,818,7522,5,3232.24,2025-02-12 18:15:17
235709,66594,829,6420,4,4159.2,2025-02-20 02:25:33
927364,47275,314,9426,4,3303.59,2025-01-21 00:31:45
196139,95688,462,7557,3,3345.55,2025-03-18 16:39:46
939660,12876,773,9426,4,1377.69,2025-03-19 13:07:54
948645,87376,259,6749,5,2856.64,2025-01-02 02:15:57
889743,43089,508,8602,3,1637.48,2025-03-09 13:05:29
293614,42584,829,8204,2,1332.93,2025-02-26 16:16:23
816557,70619,566,5722,3,2093.82,2025-02-16 12:47:25
682618,44420,541,7693,1,2085.2,2025-01-05 02:23:49
758498,35046,982,8494,1,3257.56,2025-01-05 15:57:25
961161,87896,171,5722,1,789.23,2025-03-10 01:52:08
312560,97877,611,7522,5,1365.28,2025-03-19 15:15:13
369740,16322,880,6420,5,3955.92,2025-02-13 14:15:32
924023,97536,696,9708,3,3975.2,2025-02-19 06:55:09
846931,56567,686,8494,4,431.77,2025-01-28 23:50:11
226079,83491,421,7860,4,716.25,2025-03-17 14:36:47
558894,81986,818,9299,3,2337.65,2025-03-11 05:23:15
412109,43206,306,9426,4,2931.83,2025-02-21 17:27:57
535631,82808,216,7880,5,218.53,2025-01-12 15:09:04
337354,77282,696,5946,1,1393.92,2025-02-23 00:55:20
766511,55158,688,5100,1,4005.9,2025-02-19 09:13:02
121368,96058,773,5946,3,4218.23,2025-03-17 15:21:26
305487,98702,382,5420,3,4234.14,2025-01-19 16:09:40
593968,72277,611,5401,2,3733.3,2025-01-20 20:48:50
565486,82748,382,6295,5,2494.55,2025-01-23 04:52:46
810780,31958,704,6211,4,2486.32,2025-01-21 22:13:23
206140,83850,979,7557,3,148.81,2025-02-24 00:21:22
312662,72355,422,8204,4,2219.13,2025-02-23 12:37:33
939072,40178,818,9374,3,4160.81,2025-01-10 22:42:13
492665,29361,324,6026,3,4747.22,2025-02-05 23:47:35
604695,64061,686,8494,5,2875.9,2025-03-05 11:25:38
649777,43029,430,5093,1,1355.24,2025-03-12 04:13:48
649733,77481,375,9763,2,3811.16,2025-03-20 06:36:38
388147,20616,353,8307,5,674.55,2025-02-27 09:25:47
375354,98734,166,6966,3,3616.7,2025-02-01 09:59:35
348159,32180,983,6749,5,2018.37,2025-03-12 02:55:22
602520,24228,107,5946,1,4975.96,2025-03-02 00:52:05
737686,92159,699,5722,1,977.49,2025-01-05 02:26:21
959191,34323,686,9028,3,785.58,2025-02-20 21:15:42
314960,93115,830,9374,1,592.62,2025-03-03 11:46:21
187530,67487,983,9374,1,1308.1,2025-01-02 03:52:26
957453,95606,324,9494,1,4315.12,2025-03-21 11:58:33
918452,80968,107,9763,5,1361.91,2025-03-11 09:46:03
599474,12142,957,9768,4,2682.0,2025-01-01 21:58:22
637270,33313,319,5100,1,3041.83,2025-01-08 09:01:53
892379,83609,688,8307,5,2346.18,2025-02-27 12:40:30
221870,80767,216,9028,2,984.84,2025-01-31 04:17:22
437991,20509,983,5093,3,373.21,2025-03-03 01:15:29
740897,38989,637,9116,5,4625.85,2025-01-07 13:40:58
181964,95225,982,5420,3,3576.49,2025-01-08 07:44:30
391293,94067,696,5420,4,2603.98,2025-03-22 23:55:02
169009,61659,570,8918,3,4074.5,2025-03-16 09:36:03
677362,76624,344,9299,1,578.93,2025-02-18 06:04:58
110069,63862,696,9768,2,305.6,2025-01-25 06:14:27
810981,77885,481,8307,1,3364.82,2025-02-22 18:49:41
302533,54675,754,9708,3,1840.32,2025-02-24 13:15:37
132264,20383,979,7693,4,2948.24,2025-02-08 16:05:45
847270,54112,530,5160,5,2173.74,2025-01-18 03:14:46
939857,92705,503,7693,4,1627.65,2025-03-20 07:46:13
317394,95834,917,8670,2,1341.6,2025-01-02 11:55:38
146022,11956,107,5093,4,2310.43,2025-02-03 05:31:19
108936,86767,481,9028,4,4786.54,2025-02-18 04:23:38
407965,26432,754,5722,3,3710.8,2025-03-10 10:52:04
480541,97808,366,6420,2,454.94,2025-03-22 09:13:13
206068,51353,982,5401,2,1281.8,2025-01-05 10:13:51
300759,13771,375,8670,4,1088.35,2025-03-23 14:03:33
847233,19685,481,7908,4,218.41,2025-02-19 08:33:37
306547,25755,308,9028,5,1757.66,2025-03-09 05:43:37
191662,36385,314,7693,5,224.5,2025-03-14 11:16:33
677390,81486,566,6186,4,2689.46,2025-01-14 00:48:30
404103,22243,503,7414,1,1944.97,2025-01-25 16:52:57
384620,66474,166,7414,2,4226.6,2025-03-05 18:43:56
513467,59072,637,6211,5,2961.54,2025-01-29 12:02:16
419260,24407,396,7576,4,1408.31,2025-01-28 14:58:13
737909,41508,218,7557,2,1507.66,2025-01-12 03:51:08
759269,29309,541,6029,5,1335.71,2025-01-01 02:06:42
202380,37813,773,9426,2,933.52,2025-02-27 15:39:30
812013,47842,830,5401,3,4119.12,2025-03-27 16:33:41
571577,82618,699,5100,2,229.9,2025-01-31 22:27:31
111256,29284,505,8670,2,604.16,2025-03-28 12:50:24
774699,79185,373,8307,4,4538.75,2025-01-03 23:59:00
728915,91600,773,7414,2,4486.48,2025-03-09 21:16:49
520945,76574,281,9768,4,3272.86,2025-02-04 05:51:13
265333,44718,592,5722,2,3565.2,2025-02-10 01:55:45
327073,85977,505,8602,3,2537.37,2025-03-15 07:27:59
190681,87917,637,9116,2,1388.66,2025-03-12 04:57:21
125543,20482,372,7557,3,3546.9,2025-01-18 15:14:21
570775,10262,982,8725,4,2021.56,2025-02-08 04:40:27
289508,29428,530,5722,3,701.85,2025-02-03 10:26:44
288791,96952,566,7576,3,1290.54,2025-01-16 05:37:45
870881,92836,312,8918,3,1426.23,2025-02-28 12:09:27
206121,98911,686,9708,5,2581.26,2025-01-19 16:57:33
812093,17901,917,5160,4,1961.47,2025-03-16 05:56:20
121685,52124,430,7860,3,2224.71,2025-02-15 22:44:40
973674,19608,983,6295,3,2848.48,2025-03-09 18:31:16
952446,35291,566,9768,3,2668.59,2025-02-09 18:17:15
561675,99224,373,6026,3,2983.15,2025-02-18 23:11:47
621206,36747,430,5401,1,4147.99,2025-01-29 10:11:24
970578,82111,382,9426,4,4153.23,2025-01-14 00:02:22
913888,10117,366,8918,5,608.78,2025-01-08 16:11:59
752896,84471,481,5160,5,4378.33,2025-01-11 02:45:13
125163,22627,421,6749,3,1958.77,2025-01-22 02:36:00
896572,45046,508,5946,4,4264.71,2025-01-16 10:54:49
494616,69643,979,6026,4,3718.3,2025-02-22 05:55:06
240675,68300,319,7335,2,3660.94,2025-03-24 01:43:00
736797,14398,319,8204,2,670.76,2025-01-10 07:43:29
921059,56529,829,7335,5,3569.83,2025-03-13 18:37:09
569346,72566,430,8602,1,362.36,2025-01-11 20:03:43
746591,58655,421,9708,3,1762.46,2025-01-13 17:17:34
578076,52810,481,6420,3,1160.68,2025-02-18 15:40:23
753132,66752,586,7693,4,695.82,2025-03-17 05:24:02
861168,94838,216,5420,3,1442.89,2025-01-04 06:13:34
168280,62813,131,7414,4,391.34,2025-02-07 09:54:00
920402,35506,880,8307,4,3859.89,2025-01-24 19:06:37
431803,43387,218,7576,1,1808.95,2025-02-10 09:58:36
255704,60181,344,9426,2,4476.1,2025-02-26 02:53:53
967046,86672,508,8307,5,1730.2,2025-01-22 14:20:23
954320,96816,281,5420,1,887.4,2025-02-19 14:36:59
301232,96183,696,8477,4,4651.42,2025-02-03 05:35:52
190058,44106,773,7860,2,2576.45,2025-03-01 17:39:29
344136,66083,218,8725,5,3800.83,2025-03-05 17:06:30
885422,34179,719,8494,5,889.78,2025-02-21 06:47:42
594760,56746,957,8670,1,854.49,2025-01-16 11:50:17
401507,46566,797,5100,4,113.46,2025-03-21 14:12:57
274536,92191,312,9028,4,1552.83,2025-02-04 16:06:29
411309,62892,592,8204,1,4448.41,2025-01-13 13:51:58
910412,94923,340,7414,1,2564.44,2025-03-21 02:54:41
666465,26200,306,9426,3,2434.81,2025-01-14 14:34:05
659678,55624,481,6390,3,3111.42,2025-01-16 05:13:37
355829,49691,592,5100,2,3134.23,2025-02-01 18:39:24
575333,32293,983,9708,1,2790.75,2025-02-07 07:02:32
176072,24904,340,9116,3,3161.25,2025-02-23 05:10:37
701554,81171,829,6029,2,4385.73,2025-02-03 13:34:45
997634,10524,630,9374,1,482.18,2025-03-20 11:40:59
926212,19437,646,8477,2,238.15,2025-02-20 19:52:37
762525,66286,754,6420,5,2733.6,2025-02-25 19:30:45
459479,44664,688,9763,3,4043.33,2025-02-22 17:47:52
290241,59158,676,5160,1,1296.29,2025-01-28 12:42:34
813799,54285,646,7693,1,4619.1,2025-03-22 18:15:53
800650,93534,505,6295,4,167.22,2025-01-15 07:59:10
982042,61148,688,7335,1,32.88,2025-02-03 23:06:18
652669,36858,920,6966,1,1578.61,2025-02-11 11:37:45
597836,22241,770,8602,4,2008.23,2025-01-12 04:39:37
704913,88277,314,8725,3,3640.99,2025-03-02 15:32:42
350049,54821,530,6749,4,3119.9,2025-01-31 02:33:01
402571,72454,818,9763,2,1136.44,2025-01-24 02:41:09
704313,16114,982,6186,3,3378.2,2025-03-13 00:26:47
748006,80416,216,6420,5,3229.83,2025-01-13 16:58:53
856695,82352,503,7557,1,2911.91,2025-02-09 06:19:52
530772,73337,312,9028,5,3467.82,2025-01-10 11:05:58
628347,77924,382,8670,3,684.57,2025-03-09 22:39:21
420201,14098,505,5420,2,2813.48,2025-01-01 14:11:22
337866,10524,880,9768,5,225.51,2025-02-21 21:40:28
666045,94383,829,7880,1,3695.17,2025-01-28 12:32:11
646873,85576,637,8670,1,2530.8,2025-03-16 12:01:48
180920,59179,117,5401,2,690.98,2025-03-27 17:09:40
322768,92388,773,6295,2,1211.56,2025-01-21 06:48:47
591070,85934,382,6295,1,921.29,2025-01-20 18:21:09
455203,56628,166,5401,2,1153.67,2025-01-19 03:11:07
664945,22684,508,7693,1,4569.79,2025-01-14 22:12:26
768962,72582,592,8204,5,3361.3,2025-03-04 00:28:14
351682,56718,537,6966,5,4121.84,2025-01-09 11:19:52
230775,95611,131,9494,4,234.46,2025-03-19 21:49:05
447019,29560,754,5093,3,4698.43,2025-01-09 21:16:51
226403,24287,541,6186,4,2909.1,2025-02-26 14:42:15
981128,32902,372,8204,2,167.23,2025-03-12 00:03:33
629204,64095,530,6295,2,288.34,2025-01-28 23:40:44
726374,50720,880,6026,1,1846.14,2025-02-20 04:42:13
513670,99337,983,9494,5,2748.1,2025-02-07 13:26:53
658952,74161,770,5100,4,2498.57,2025-01-26 19:57:16
695172,42991,830,6211,1,2992.8,2025-02-21 16:35:08
862409,91393,505,9708,2,2856.67,2025-01-21 16:32:35
349420,58140,372,5160,3,4533.51,2025-02-27 20:47:05
571172,88514,586,6211,5,1550.34,2025-03-23 18:30:34
195989,22612,216,9028,2,3865.62,2025-03-23 15:06:59
670132,84425,770,8494,2,4893.1,2025-01-10 09:25:37
525626,96060,373,8725,5,3150.56,2025-02-18 13:57:35
235687,92548,422,8918,4,2633.31,2025-03-19 15:10:54
633236,61539,308,6026,2,2305.61,2025-02-24 05:05:01
581278,82264,353,5160,5,841.93,2025-02-22 16:10:41
433512,16634,171,6420,5,3526.42,2025-01-31 19:02:27
192742,35391,372,7414,2,10.62,2025-03-16 13:35:00
255530,77418,829,7335,3,4269.26,2025-03-19 01:21:12
186115,76569,508,5100,1,1241.4,2025-03-20 15:10:31
648777,72914,375,9299,3,1035.96,2025-01-06 10:12:29
517380,28264,171,6390,2,154.73,2025-03-01 21:50:34
287249,20935,957,9763,4,1746.42,2025-03-22 09:24:26
111799,96438,982,7335,1,502.65,2025-03-18 04:33:15
986834,77042,907,5093,5,3937.23,2025-02-26 20:20:56
501535,33719,773,6966,4,906.6,2025-01-30 02:44:22
265070,66772,373,9763,5,1948.75,2025-02-20 20:48:28
766390,64658,696,6186,5,2899.97,2025-02-03 02:08:05
130696,20053,430,6186,4,2335.16,2025-01-13 23:54:33
889786,78547,686,5946,1,866.89,2025-03-01 05:39:16
707881,37264,421,7860,1,176.43,2025-01-24 09:51:44
956728,80229,699,6186,4,148.24,2025-03-15 06:15:18
331936,77384,382,9299,3,4245.62,2025-02-20 03:01:55
825361,42052,592,6186,2,2749.32,2025-02-24 04:53:40
607268,89664,907,8670,2,2799.43,2025-03-19 12:16:53
164805,72021,637,9763,5,4080.94,2025-02-20 03:28:38
743269,58184,306,6420,4,1410.6,2025-03-21 22:36:09
256418,22397,983,8725,3,2022.76,2025-01-24 21:36:02
941531,89073,117,7335,2,3284.29,2025-03-22 07:52:12
